,year,city,population
2850,2007,אחווה,256
2851,2007,אחוזם,416
2852,2007,אחוזת ברק,1282
2853,2007,אחיהוד,698
2854,2007,אחיטוב,813
2855,2007,אחיסמך,1123
2856,2007,אחיעזר,1357
2857,2007,איבים,-
2858,2007,אייל,424
2859,2007,איילת השחר,1195
2860,2007,אילון,802
2861,2007,אילון תבור*,-
2862,2007,אילות,259
2863,2007,אילנייה,478
2864,2007,אילת,46349
2865,2007,איתמר,698
2866,2007,איתן,378
2867,2007,איתנים,192
2868,2007,אכסאל,11543
2869,2007,אל סייד,-
2870,2007,אל -עזי,93
2871,2007,אל -עריאן,286
2872,2007,אל -רום,274
2873,2007,אלומה,537
2874,2007,אלומות,241
2875,2007,אלון הגליל,944
2876,2007,אלון מורה,1314
2877,2007,אלון שבות,3330
2878,2007,אלוני אבא,387
2879,2007,אלוני הבשן,271
2880,2007,אלוני יצחק,210
2881,2007,אלונים,521
2882,2007,אליכין,2698
2883,2007,אלי-עד,264
2884,2007,אליפז,61
2885,2007,אליפלט,482
2886,2007,אליקים,662
2887,2007,אלישיב,487
2888,2007,אלישמע,938
2889,2007,אלמגור,224
2890,2007,אלמוג,192
2891,2007,אלעד,28566
2892,2007,אלעזר,1314
2893,2007,אלפי מנשה,5826
2894,2007,אלקוש,348
2895,2007,אלקנה,2968
2896,2007,אמונים,732
2897,2007,אמירים,498
2898,2007,אמנון,333
2899,2007,אמציה,329
2900,2007,אניעם,414
2901,2007,אספר,257
2902,2007,אעבלין,10951
2903,2007,אפיק,215
2904,2007,אפיקים,976
2905,2007,אפעל-מרכז סמינריוני,-
2906,2007,אפק,426
2907,2007,אפרתה,7714
2908,2007,ארבל,364
2909,2007,ארגמן,166
2910,2007,ארז,333
2911,2007,אריאל,16432
2912,2007,ארסוף,129
2913,2007,אשבול,240
2914,2007,אשבל,53
2915,2007,אשדוד,204153
2916,2007,אשדות יעקב (איחוד),531
2917,2007,אשדות יעקב (מאוחד),355
2918,2007,אשחר,-
2919,2007,אשכולות,225
2920,2007,אשל הנשיא,389
2921,2007,אשלים,271
2922,2007,אשקלון,107759
2923,2007,אשרת,568
2924,2007,אשתאול,876
2925,2007,באקה-ג'ת*,31664
2926,2007,באר אורה,-
2927,2007,באר טוביה,770
2928,2007,באר יעקב,9356
2929,2007,באר מילכה,-
2930,2007,באר שבע,185443
2931,2007,בארות יצחק,380
2932,2007,בארותיים,666
2933,2007,בארי,774
2934,2007,בוסתן הגליל,475
2935,2007,בועיינה-נוג'ידאת,7853
2936,2007,בוקעאתא,5559
2937,2007,בורגתה,929
2938,2007,בחן,260
2939,2007,בטחה,675
2940,2007,"בי""ס אזורי מקיף (אשר)",-
2941,2007,ביצרון,979
2942,2007,ביר אל-מכסור,7257
2943,2007,ביר הדאג',265
2944,2007,בירייה,763
2945,2007,בית אורן,320
2946,2007,בית אל,5163
2947,2007,בית אלעזרי,1130
2948,2007,בית אלפא,542
2949,2007,בית אריה,3502
2950,2007,בית ברל,260
2951,2007,בית גוברין,257
2952,2007,בית גמליאל,914
2953,2007,בית ג'ן,-
2954,2007,בית דגן,5713
2955,2007,בית הגדי,622
2956,2007,בית הלוי,571
2957,2007,בית הלל,600
2958,2007,בית העמק,439
2959,2007,בית הערבה,87
2960,2007,בית השיטה,830
2961,2007,בית זיד,220
2962,2007,בית זית,1243
2963,2007,בית זרע,697
2964,2007,בית חולים פוריה,-
2965,2007,בית חורון,900
2966,2007,בית חירות,681
2967,2007,בית חלקיה,470
2968,2007,בית חנן,560
2969,2007,בית חנניה,687
2970,2007,בית חשמונאי,1171
2971,2007,בית יהושע,784
2972,2007,בית יוסף,329
2973,2007,בית ינאי,399
2974,2007,בית יצחק-שער חפר,1714
2975,2007,בית לחם הגלילית,651
2976,2007,בית מאיר,635
2977,2007,בית נחמיה,730
2978,2007,בית ניר,282
2979,2007,בית נקופה,461
2980,2007,בית עובד,306
2981,2007,בית עוזיאל,503
2982,2007,בית עזרא,962
2983,2007,בית עריף,724
2984,2007,בית צבי,540
2985,2007,בית קמה,258
2986,2007,בית קשת,241
2987,2007,בית רבן,670
2988,2007,בית רימון,294
2989,2007,בית שאן,16432
2990,2007,בית שמש,69482
2991,2007,בית שערים,528
2992,2007,בית שקמה,676
2993,2007,ביתן אהרן,213
2994,2007,ביתר עילית,29126
2995,2007,בלפוריה,312
2996,2007,בן זכאי,668
2997,2007,בן עמי,548
2998,2007,בן שמן (כפר נוער),627
2999,2007,בן שמן (מושב),627
3000,2007,בני ברק,147940
3001,2006,אבו גוש,5655
3002,2006,אבו סנאן,11303
3003,2006,אבו קורינאת (יישוב),-
3004,2006,אבטין,2155
3005,2006,אבטליון,309
3006,2006,אביאל,474
3007,2006,אביבים,442
3008,2006,אביגדור,660
3009,2006,אביחיל,1158
3010,2006,אביטל,440
3011,2006,אביעזר,505
3012,2006,אבירים,202
3013,2006,אבן יהודה,9370
3014,2006,אבן מנחם,301
3015,2006,אבן ספיר,640
3016,2006,אבן שמואל,549
3017,2006,אבני איתן,357
3018,2006,אבני חפץ,1127
3019,2006,אבנת,-
3020,2006,אבשלום,251
3021,2006,אדורה,206
3022,2006,אדירים,228
3023,2006,אדמית,90
3024,2006,אדרת,518
3025,2006,אודים,789
3026,2006,אודם,95
3027,2006,אוהד,223
3028,2006,אום אל-פחם,41120
3029,2006,אום אל-קוטוף,832
3030,2006,אום בטין,375
3031,2006,אומן,-
3032,2006,אומץ,423
3033,2006,אופקים,24168
3034,2006,אור הגנוז,382
3035,2006,אור הנר,456
3036,2006,אור יהודה,30627
3037,2006,אור עקיבא,15801
3038,2006,אורה,908
3039,2006,אורון,-
3040,2006,אורות,416
3041,2006,אורטל,254
3042,2006,אורים,392
3043,2006,אורנים,212
3044,2006,אורנית,5585
3045,2006,אושה,343
3046,2006,אזור,10095
3047,2006,אזור תעשייה אכזיב (מילואות),-
3048,2006,אזור תעשייה נעמן (מילואות),-
3049,2006,אחווה,255
3050,2006,אחוזם,417
3051,2006,אחוזת ברק,1188
3052,2006,אחיהוד,684
3053,2006,אחיטוב,786
3054,2006,אחיסמך,1099
3055,2006,אחיעזר,1323
3056,2006,איבים,-
3057,2006,אייל,393
3058,2006,איילת השחר,1241
3059,2006,אילון,716
3060,2006,אילון תבור*,-
3061,2006,אילות,271
3062,2006,אילנייה,479
3063,2006,אילת,45666
3064,2006,איתמר,651
3065,2006,איתן,377
3066,2006,איתנים,196
3067,2006,אכסאל,11230
3068,2006,אל -עזי,88
3069,2006,אל -עריאן,283
3070,2006,אל -רום,269
3071,2006,אלומה,538
3072,2006,אלומות,258
3073,2006,אלון הגליל,930
3074,2006,אלון מורה,1212
3075,2006,אלון שבות,3291
3076,2006,אלוני אבא,347
3077,2006,אלוני הבשן,255
3078,2006,אלוני יצחק,209
3079,2006,אלונים,527
3080,2006,אליכין,2623
3081,2006,אלי-עד,256
3082,2006,אליפז,56
3083,2006,אליפלט,481
3084,2006,אליקים,625
3085,2006,אלישיב,468
3086,2006,אלישמע,910
3087,2006,אלמגור,231
3088,2006,אלמוג,159
3089,2006,אלעד,25538
3090,2006,אלעזר,1131
3091,2006,אלפי מנשה,5541
3092,2006,אלקוש,353
3093,2006,אלקנה,2963
3094,2006,אמונים,703
3095,2006,אמירים,476
3096,2006,אמנון,328
3097,2006,אמציה,150
3098,2006,אניעם,384
3099,2006,אספר,258
3100,2006,אעבלין,10728
3101,2006,אפיק,210
3102,2006,אפיקים,988
3103,2006,אפעל-מרכז סמינריוני,-
3104,2006,אפק,421
3105,2006,אפרתה,7428
3106,2006,ארבל,346
3107,2006,ארגמן,166
3108,2006,ארז,323
3109,2006,אריאל,16520
3110,2006,ארסוף,128
3111,2006,אשבול,237
3112,2006,אשבל,-
3113,2006,אשדוד,200613
3114,2006,אשדות יעקב (איחוד),535
3115,2006,אשדות יעקב (מאוחד),364
3116,2006,אשחר,-
3117,2006,אשכולות,-
3118,2006,אשל הנשיא,384
3119,2006,אשלים,252
3120,2006,אשקלון,106552
3121,2006,אשרת,568
3122,2006,אשתאול,824
3123,2006,באקה-ג'ת*,30997
3124,2006,באר אורה,-
3125,2006,באר טוביה,771
3126,2006,באר יעקב,9113
3127,2006,באר שבע,185068
3128,2006,בארות יצחק,419
3129,2006,בארותיים,648
3130,2006,בארי,782
3131,2006,בוסתן הגליל,455
3132,2006,בועיינה-נוג'ידאת,7664
3133,2006,בוקעאתא,5439
3134,2006,בורגתה,917
3135,2006,בחן,248
3136,2006,בטחה,678
3137,2006,"בי""ס אזורי מקיף (אשר)",-
3138,2006,ביצרון,930
3139,2006,ביר אל-מכסור,7048
3140,2006,ביר הדאג',-
3141,2006,בירייה,772
3142,2006,בית אורן,302
3143,2006,בית אל,4967
3144,2006,בית אלעזרי,1054
3145,2006,בית אלפא,542
3146,2006,בית אריה,3457
3147,2006,בית ברל,256
3148,2006,בית גוברין,253
3149,2006,בית גמליאל,858
3150,2006,בית ג'ן,9983
3151,2006,בית דגן,5433
3152,2006,בית הגדי,625
3153,2006,בית הלוי,548
3154,2006,בית הלל,590
3155,2006,בית העמק,446
3156,2006,בית הערבה,-
3157,2006,בית השיטה,836
3158,2006,בית זיד,217
3159,2006,בית זית,1252
3160,2006,בית זרע,706
3161,2006,בית חולים פוריה,-
3162,2006,בית חורון,848
3163,2006,בית חירות,664
3164,2006,בית חלקיה,466
3165,2006,בית חנן,545
3166,2006,בית חנניה,656
3167,2006,בית חשמונאי,927
3168,2006,בית יהושע,756
3169,2006,בית יוסף,338
3170,2006,בית ינאי,397
3171,2006,בית יצחק-שער חפר,1634
3172,2006,בית לחם הגלילית,658
3173,2006,בית מאיר,596
3174,2006,בית נחמיה,712
3175,2006,בית ניר,277
3176,2006,בית נקופה,432
3177,2006,בית עובד,315
3178,2006,בית עוזיאל,513
3179,2006,בית עזרא,930
3180,2006,בית עריף,686
3181,2006,בית צבי,506
3182,2006,בית קמה,230
3183,2006,בית קשת,246
3184,2006,בית רבן,647
3185,2006,בית רימון,277
3186,2006,בית שאן,16232
3187,2006,בית שמש,65905
3188,2006,בית שערים,524
3189,2006,בית שקמה,679
3190,2006,ביתן אהרן,691
3191,2006,ביתר עילית,26996
3192,2006,בלפוריה,303
3193,2006,בן זכאי,642
3194,2006,בן עמי,498
3195,2006,בן שמן (כפר נוער),630
3196,2006,בן שמן (מושב),610
3197,2006,בני ברק,145058
3198,2006,בני דרום,373
3199,2006,בני דרור,1156
3200,2006,בני יהודה,991
3201,2005,אבו גוש,5479
3202,2005,אבו סנאן,11123
3203,2005,אבו קורינאת (יישוב),-
3204,2005,אבטין,2097
3205,2005,אבטליון,311
3206,2005,אביאל,417
3207,2005,אביבים,443
3208,2005,אביגדור,646
3209,2005,אביחיל,1133
3210,2005,אביטל,439
3211,2005,אביעזר,513
3212,2005,אבירים,196
3213,2005,אבן יהודה,8991
3214,2005,אבן מנחם,301
3215,2005,אבן ספיר,630
3216,2005,אבן שמואל,516
3217,2005,אבני איתן,337
3218,2005,אבני חפץ,1038
3219,2005,אבנת,-
3220,2005,אבשלום,251
3221,2005,אדורה,186
3222,2005,אדירים,222
3223,2005,אדמית,106
3224,2005,אדרת,513
3225,2005,אודים,742
3226,2005,אודם,93
3227,2005,אוהד,219
3228,2005,אום אל-פחם,40047
3229,2005,אום אל-קוטוף,811
3230,2005,אומן,-
3231,2005,אומץ,403
3232,2005,אופקים,24017
3233,2005,אור הגנוז,364
3234,2005,אור הנר,382
3235,2005,אור יהודה,30071
3236,2005,אור עקיבא,15772
3237,2005,אורה,876
3238,2005,אורון,-
3239,2005,אורות,407
3240,2005,אורטל,258
3241,2005,אורים,403
3242,2005,אורנים,211
3243,2005,אורנית,5458
3244,2005,אושה,348
3245,2005,אזור,9993
3246,2005,אזור תעשייה אכזיב (מילואות),-
3247,2005,אזור תעשייה נעמן (מילואות),-
3248,2005,אחווה,246
3249,2005,אחוזם,411
3250,2005,אחוזת ברק,1150
3251,2005,אחיהוד,678
3252,2005,אחיטוב,775
3253,2005,אחיסמך,1076
3254,2005,אחיעזר,1285
3255,2005,איבים,-
3256,2005,אייל,387
3257,2005,איילת השחר,1271
3258,2005,אילון,631
3259,2005,אילון תבור*,-
3260,2005,אילות,270
3261,2005,אילנייה,477
3262,2005,אילת,44538
3263,2005,איתמר,600
3264,2005,איתן,363
3265,2005,איתנים,200
3266,2005,אכסאל,10953
3267,2005,אל -עזי,82
3268,2005,אל -עריאן,268
3269,2005,אל -רום,267
3270,2005,אלומה,531
3271,2005,אלומות,251
3272,2005,אלון הגליל,899
3273,2005,אלון מורה,1152
3274,2005,אלון שבות,3229
3275,2005,אלוני אבא,317
3276,2005,אלוני הבשן,251
3277,2005,אלוני יצחק,208
3278,2005,אלונים,537
3279,2005,אלי סיני,-
3280,2005,אליכין,2561
3281,2005,אלי-עד,247
3282,2005,אליפז,45
3283,2005,אליפלט,476
3284,2005,אליקים,637
3285,2005,אלישיב,452
3286,2005,אלישמע,875
3287,2005,אלמגור,219
3288,2005,אלמוג,142
3289,2005,אלעד,22600
3290,2005,אלעזר,993
3291,2005,אלפי מנשה,5433
3292,2005,אלקוש,354
3293,2005,אלקנה,2983
3294,2005,אמונים,694
3295,2005,אמירים,469
3296,2005,אמנון,344
3297,2005,אמציה,137
3298,2005,אניעם,379
3299,2005,אספר,275
3300,2005,אעבלין,10504
3301,2005,אפיק,235
3302,2005,אפיקים,985
3303,2005,אפעל-מרכז סמינריוני,-
3304,2005,אפק,429
3305,2005,אפרתה,7273
3306,2005,ארבל,333
3307,2005,ארגמן,166
3308,2005,ארז,324
3309,2005,אריאל,16414
3310,2005,ארסוף,127
3311,2005,אשבול,244
3312,2005,אשבל,-
3313,2005,אשדוד,196903
3314,2005,אשדות יעקב (איחוד),552
3315,2005,אשדות יעקב (מאוחד),350
3316,2005,אשחר,-
3317,2005,אשכולות,-
3318,2005,אשל הנשיא,397
3319,2005,אשלים,233
3320,2005,אשקלון,105088
3321,2005,אשרת,567
3322,2005,אשתאול,778
3323,2005,באקה-ג'ת*,30213
3324,2005,באר אורה,-
3325,2005,באר טוביה,769
3326,2005,באר יעקב,8906
3327,2005,באר שבע,184500
3328,2005,בארות יצחק,416
3329,2005,בארותיים,583
3330,2005,בארי,759
3331,2005,בדולח,191
3332,2005,בוסתן הגליל,433
3333,2005,בועיינה-נוג'ידאת,7492
3334,2005,בוקעאתא,5315
3335,2005,בורגתה,890
3336,2005,בחן,246
3337,2005,בטחה,683
3338,2005,"בי""ס אזורי מקיף (אשר)",-
3339,2005,ביצרון,900
3340,2005,ביר אל-מכסור,6863
3341,2005,ביר הדאג',-
3342,2005,בירייה,780
3343,2005,בית אורן,306
3344,2005,בית אל,4763
3345,2005,בית אלעזרי,989
3346,2005,בית אלפא,556
3347,2005,בית אריה,3446
3348,2005,בית ברל,250
3349,2005,בית גוברין,239
3350,2005,בית גמליאל,830
3351,2005,בית ג'ן,9837
3352,2005,בית דגן,5352
3353,2005,בית הגדי,642
3354,2005,בית הלוי,551
3355,2005,בית הלל,577
3356,2005,בית העמק,447
3357,2005,בית הערבה,-
3358,2005,בית השיטה,871
3359,2005,בית זיד,217
3360,2005,בית זית,1191
3361,2005,בית זרע,721
3362,2005,בית חולים פוריה,-
3363,2005,בית חורון,825
3364,2005,בית חירות,651
3365,2005,בית חלקיה,438
3366,2005,בית חנן,537
3367,2005,בית חנניה,607
3368,2005,בית חשמונאי,914
3369,2005,בית יהושע,744
3370,2005,בית יוסף,348
3371,2005,בית ינאי,395
3372,2005,בית יצחק-שער חפר,1606
3373,2005,בית לחם הגלילית,617
3374,2005,בית מאיר,561
3375,2005,בית נחמיה,689
3376,2005,בית ניר,279
3377,2005,בית נקופה,433
3378,2005,בית עובד,313
3379,2005,בית עוזיאל,484
3380,2005,בית עזרא,918
3381,2005,בית עריף,647
3382,2005,בית צבי,510
3383,2005,בית קמה,220
3384,2005,בית קשת,254
3385,2005,בית רבן,586
3386,2005,בית רימון,250
3387,2005,בית שאן,16039
3388,2005,בית שמש,61931
3389,2005,בית שערים,508
3390,2005,בית שקמה,684
3391,2005,ביתן אהרן,633
3392,2005,ביתר עילית,24895
3393,2005,בלפוריה,293
3394,2005,בן זכאי,624
3395,2005,בן עמי,461
3396,2005,בן שמן (כפר נוער),628
3397,2005,בן שמן (מושב),584
3398,2005,בני ברק,142334
3399,2005,בני דרום,332
3400,2005,בני דרור,1117
3401,2004,אבו גוש,5279
3402,2004,אבו סנאן,10948
3403,2004,אבו קורינאת (יישוב),-
3404,2004,אבטין,2045
3405,2004,אבטליון,304
3406,2004,אביאל,380
3407,2004,אביבים,442
3408,2004,אביגדור,625
3409,2004,אביחיל,1090
3410,2004,אביטל,435
3411,2004,אביעזר,496
3412,2004,אבירים,196
3413,2004,אבן יהודה,8675
3414,2004,אבן מנחם,309
3415,2004,אבן ספיר,602
3416,2004,אבן שמואל,512
3417,2004,אבני איתן,344
3418,2004,אבני חפץ,964
3419,2004,אבנת,-
3420,2004,אבשלום,242
3421,2004,אדורה,191
3422,2004,אדירים,224
3423,2004,אדמית,143
3424,2004,אדרת,503
3425,2004,אודים,683
3426,2004,אודם,96
3427,2004,אוהד,207
3428,2004,אום אל-פחם,39046
3429,2004,אום אל-קוטוף,779
3430,2004,אומן,-
3431,2004,אומץ,400
3432,2004,אופקים,23694
3433,2004,אור הגנוז,325
3434,2004,אור הנר,389
3435,2004,אור יהודה,29421
3436,2004,אור עקיבא,15673
3437,2004,אורה,842
3438,2004,אורון,-
3439,2004,אורות,416
3440,2004,אורטל,249
3441,2004,אורים,408
3442,2004,אורנים,213
3443,2004,אורנית,5316
3444,2004,אושה,351
3445,2004,אזור,9895
3446,2004,אזור תעשייה אכזיב (מילואות),-
3447,2004,אזור תעשייה נעמן (מילואות),-
3448,2004,אחווה,254
3449,2004,אחוזם,411
3450,2004,אחוזת ברק,1093
3451,2004,אחיהוד,663
3452,2004,אחיטוב,748
3453,2004,אחיסמך,1055
3454,2004,אחיעזר,1227
3455,2004,איבים,-
3456,2004,אייל,388
3457,2004,איילת השחר,1324
3458,2004,אילון,623
3459,2004,אילון תבור*,-
3460,2004,אילות,287
3461,2004,אילנייה,480
3462,2004,אילת,43547
3463,2004,איתמר,557
3464,2004,איתן,383
3465,2004,איתנים,203
3466,2004,אכסאל,10623
3467,2004,אל -עזי,79
3468,2004,אל -עריאן,264
3469,2004,אל -רום,273
3470,2004,אלומה,527
3471,2004,אלומות,246
3472,2004,אלון הגליל,881
3473,2004,אלון מורה,1097
3474,2004,אלון שבות,3146
3475,2004,אלוני אבא,292
3476,2004,אלוני הבשן,251
3477,2004,אלוני יצחק,221
3478,2004,אלונים,543
3479,2004,אלי סיני,-
3480,2004,אליכין,2499
3481,2004,אלי-עד,240
3482,2004,אליפז,44
3483,2004,אליפלט,467
3484,2004,אליקים,598
3485,2004,אלישיב,449
3486,2004,אלישמע,847
3487,2004,אלמגור,212
3488,2004,אלמוג,141
3489,2004,אלעד,18968
3490,2004,אלעזר,882
3491,2004,אלפי מנשה,5347
3492,2004,אלקוש,346
3493,2004,אלקנה,3050
3494,2004,אמונים,673
3495,2004,אמירים,472
3496,2004,אמנון,375
3497,2004,אמציה,129
3498,2004,אניעם,347
3499,2004,אספר,232
3500,2004,אעבלין,10264
3501,2004,אפיק,230
3502,2004,אפיקים,1013
3503,2004,אפעל-מרכז סמינריוני,-
3504,2004,אפק,428
3505,2004,אפרתה,7037
3506,2004,ארבל,332
3507,2004,ארגמן,169
3508,2004,ארז,324
3509,2004,אריאל,16503
3510,2004,ארסוף,112
3511,2004,אשבול,261
3512,2004,אשבל,-
3513,2004,אשדוד,192038
3514,2004,אשדות יעקב (איחוד),565
3515,2004,אשדות יעקב (מאוחד),347
3516,2004,אשחר,-
3517,2004,אשכולות,-
3518,2004,אשל הנשיא,400
3519,2004,אשלים,202
3520,2004,אשקלון,104482
3521,2004,אשרת,561
3522,2004,אשתאול,721
3523,2004,באקה-ג'ת*,29388
3524,2004,באר אורה,-
3525,2004,באר טוביה,762
3526,2004,באר יעקב,8706
3527,2004,באר שבע,183018
3528,2004,בארות יצחק,414
3529,2004,בארותיים,547
3530,2004,בארי,756
3531,2004,בדולח,187
3532,2004,בוסתן הגליל,427
3533,2004,בועיינה-נוג'ידאת,7296
3534,2004,בוקעאתא,5214
3535,2004,בורגתה,869
3536,2004,בחן,257
3537,2004,בטחה,679
3538,2004,"בי""ס אזורי מקיף (אשר)",-
3539,2004,ביצרון,863
3540,2004,ביר אל-מכסור,6650
3541,2004,בירייה,791
3542,2004,בית אורן,294
3543,2004,בית אל,4627
3544,2004,בית אלעזרי,904
3545,2004,בית אלפא,563
3546,2004,בית אריה,2522
3547,2004,בית ברל,253
3548,2004,בית גוברין,226
3549,2004,בית גמליאל,749
3550,2004,בית ג'ן,9626
3551,2004,בית דגן,5236
3552,2004,בית הגדי,631
3553,2004,בית הלוי,525
3554,2004,בית הלל,556
3555,2004,בית העמק,440
3556,2004,בית הערבה,-
3557,2004,בית השיטה,869
3558,2004,בית זיד,213
3559,2004,בית זית,1152
3560,2004,בית זרע,699
3561,2004,בית חולים פוריה,-
3562,2004,בית חורון,822
3563,2004,בית חירות,625
3564,2004,בית חלקיה,359
3565,2004,בית חנן,532
3566,2004,בית חנניה,568
3567,2004,בית חשמונאי,857
3568,2004,בית יהושע,687
3569,2004,בית יוסף,345
3570,2004,בית ינאי,376
3571,2004,בית יצחק-שער חפר,1577
3572,2004,בית לחם הגלילית,582
3573,2004,בית מאיר,532
3574,2004,בית נחמיה,642
3575,2004,בית ניר,268
3576,2004,בית נקופה,415
3577,2004,בית עובד,304
3578,2004,בית עוזיאל,461
3579,2004,בית עזרא,907
3580,2004,בית עריף,633
3581,2004,בית צבי,518
3582,2004,בית קמה,226
3583,2004,בית קשת,297
3584,2004,בית רבן,599
3585,2004,בית רימון,245
3586,2004,בית שאן,16096
3587,2004,בית שמש,57046
3588,2004,בית שערים,477
3589,2004,בית שקמה,652
3590,2004,ביתן אהרן,552
3591,2004,ביתר עילית,22926
3592,2004,בלפוריה,280
3593,2004,בן זכאי,578
3594,2004,בן עמי,421
3595,2004,בן שמן (כפר נוער),628
3596,2004,בן שמן (מושב),565
3597,2004,בני ברק,139634
3598,2004,בני דרום,308
3599,2004,בני דרור,965
3600,2004,בני יהודה,938
3601,2003,אבו גוש,-
3602,2003,אבו סנאן,-
3603,2003,אבטין,-
3604,2003,אבטליון,-
3605,2003,אביאל,-
3606,2003,אביבים,-
3607,2003,אביגדור,-
3608,2003,אביחיל,-
3609,2003,אביטל,-
3610,2003,אביעזר,-
3611,2003,אבירים,-
3612,2003,אבן יהודה,-
3613,2003,אבן מנחם,-
3614,2003,אבן ספיר,-
3615,2003,אבן שמואל,-
3616,2003,אבני איתן,-
3617,2003,אבני חפץ,-
3618,2003,אבשלום,-
3619,2003,אדורה,-
3620,2003,אדירים,-
3621,2003,אדמית,-
3622,2003,אדרת,-
3623,2003,אודים,-
3624,2003,אודם,-
3625,2003,אוהד,-
3626,2003,אום אל-פחם,-
3627,2003,אום אל-קוטוף,-
3628,2003,אומן,-
3629,2003,אומץ,-
3630,2003,אופקים,-
3631,2003,אור הגנוז,-
3632,2003,אור הנר,-
3633,2003,אור יהודה,-
3634,2003,אור עקיבא,-
3635,2003,אורה,-
3636,2003,אורון,-
3637,2003,אורות,-
3638,2003,אורטל,-
3639,2003,אורים,-
3640,2003,אורנים,-
3641,2003,אורנית,-
3642,2003,אושה,-
3643,2003,אזור,-
3644,2003,אזור תעשייה אכזיב (מילואות),-
3645,2003,אזור תעשייה נעמן (מילואות),-
3646,2003,אחווה,-
3647,2003,אחוזם,-
3648,2003,אחוזת ברק,-
3649,2003,אחיהוד,-
3650,2003,אחיטוב,-
3651,2003,אחיסמך,-
3652,2003,אחיעזר,-
3653,2003,איבים,-
3654,2003,אייל,-
3655,2003,איילת השחר,-
3656,2003,אילון,-
3657,2003,אילון תבור*,-
3658,2003,אילות,-
3659,2003,אילנייה,-
3660,2003,אילת,-
3661,2003,איתמר,-
3662,2003,איתן,-
3663,2003,איתנים,-
3664,2003,אכסאל,-
3665,2003,אל -עזי,-
3666,2003,אל -עריאן,-
3667,2003,אל -רום,-
3668,2003,אלומה,-
3669,2003,אלומות,-
3670,2003,אלון הגליל,-
3671,2003,אלון מורה,-
3672,2003,אלון שבות,-
3673,2003,אלוני אבא,-
3674,2003,אלוני הבשן,-
3675,2003,אלוני יצחק,-
3676,2003,אלונים,-
3677,2003,אלי סיני,-
3678,2003,אליכין,-
3679,2003,אלי-עד,-
3680,2003,אליפז,-
3681,2003,אליפלט,-
3682,2003,אליקים,-
3683,2003,אלישיב,-
3684,2003,אלישמע,-
3685,2003,אלמגור,-
3686,2003,אלמוג,-
3687,2003,אלעד,-
3688,2003,אלעזר,-
3689,2003,אלפי מנשה,-
3690,2003,אלקוש,-
3691,2003,אלקנה,-
3692,2003,אמונים,-
3693,2003,אמירים,-
3694,2003,אמנון,-
3695,2003,אמציה,-
3696,2003,אניעם,-
3697,2003,אספר,-
3698,2003,אעבלין,-
3699,2003,אפיק,-
3700,2003,אפיקים,-
3701,2003,אפעל-מרכז סמינריוני,-
3702,2003,אפק,-
3703,2003,אפרתה,-
3704,2003,ארבל,-
3705,2003,ארגמן,-
3706,2003,ארז,-
3707,2003,אריאל,-
3708,2003,ארסוף,-
3709,2003,אשבול,-
3710,2003,אשבל,-
3711,2003,אשדוד,-
3712,2003,אשדות יעקב (איחוד),-
3713,2003,אשדות יעקב (מאוחד),-
3714,2003,אשחר,-
3715,2003,אשכולות,-
3716,2003,אשל הנשיא,-
3717,2003,אשלים,-
3718,2003,אשקלון,-
3719,2003,אשרת,-
3720,2003,אשתאול,-
3721,2003,באקה אל-גרביה,-
3722,2003,באר אורה,-
3723,2003,באר טוביה,-
3724,2003,באר יעקב,-
3725,2003,באר שבע,-
3726,2003,בארות יצחק,-
3727,2003,בארותיים,-
3728,2003,בארי,-
3729,2003,בדולח,-
3730,2003,בוסתן הגליל,-
3731,2003,בועיינה-נוג'ידאת,-
3732,2003,בוקעאתא,-
3733,2003,בורגתה,-
3734,2003,בחן,-
3735,2003,בטחה,-
3736,2003,"בי""ס אזורי מקיף (אשר)",-
3737,2003,ביצרון,-
3738,2003,ביר אל-מכסור,-
3739,2003,בירייה,-
3740,2003,בית אורן,-
3741,2003,בית אל,-
3742,2003,בית אלעזרי,-
3743,2003,בית אלפא,-
3744,2003,בית אריה,-
3745,2003,בית ברל,-
3746,2003,בית גוברין,-
3747,2003,בית גמליאל,-
3748,2003,בית ג'ן,-
3749,2003,בית דגן,-
3750,2003,בית הגדי,-
3751,2003,בית הלוי,-
3752,2003,בית הלל,-
3753,2003,בית העמק,-
3754,2003,בית הערבה,-
3755,2003,בית השיטה,-
3756,2003,בית זיד,-
3757,2003,בית זית,-
3758,2003,בית זרע,-
3759,2003,בית חולים פוריה,-
3760,2003,בית חורון,-
3761,2003,בית חירות,-
3762,2003,בית חלקיה,-
3763,2003,בית חנן,-
3764,2003,בית חנניה,-
3765,2003,בית חשמונאי,-
3766,2003,בית יהושע,-
3767,2003,בית יוסף,-
3768,2003,בית ינאי,-
3769,2003,בית יצחק-שער חפר,-
3770,2003,בית לחם הגלילית,-
3771,2003,בית מאיר,-
3772,2003,בית נחמיה,-
3773,2003,בית ניר,-
3774,2003,בית נקופה,-
3775,2003,בית עובד,-
3776,2003,בית עוזיאל,-
3777,2003,בית עזרא,-
3778,2003,בית עריף,-
3779,2003,בית פלט*,-
3780,2003,בית צבי,-
3781,2003,בית קמה,-
3782,2003,בית קשת,-
3783,2003,בית רבן,-
3784,2003,בית רימון,-
3785,2003,בית שאן,-
3786,2003,בית שמש,-
3787,2003,בית שערים,-
