Years,שם יישוב,סמל היישוב,סך הכל,רכב פרטי,משאית סך הכל,משאית עד 4.0 טון עד 2008 משאית עד 3.5 טון החל ב- 2009,משאית מ - 4.1 עד 15.9 טון עד 2008 משאית מ - 3.6 עד 12.0 טון החל ב- 2009,משאית + 16.0 טון עד 2008 משאית + 12.1 טון החל ב- 2009,אוטובוס,מונית,אופנוע,רכב מיוחד,אוטובוס זעיר קיים מ - 1993
1998,יובלים,1226,310,254,45,43,2,-,-,-,11,-,-
1998,יובל,2009,109,84,21,16,-,5,-,-,3,-,1
1998,ינון,2011,237,172,38,29,4,5,1,1,12,-,13
1998,"ייט""ב",3607,17,7,10,10,-,-,-,-,-,-,-
1998,יונתן,4007,64,46,14,14,-,-,-,-,3,-,1
1998,יהוד,9400,8320,6466,1236,1119,65,52,1,40,529,12,36
1998,יפעת,134,133,80,19,17,2,-,-,-,33,-,1
1998,יקנעם עילית,240,2839,2474,288,253,20,15,-,8,48,5,16
1998,יקנעם (מושבה),241,948,742,180,160,11,9,-,-,16,2,8
1998,יקום,417,72,44,6,5,1,-,-,-,22,-,-
1998,יסודות,440,37,26,10,8,2,-,-,-,-,-,1
1998,יפתח,453,86,37,31,31,-,-,-,-,12,-,6
1998,יפיע,499,2133,1679,388,323,41,24,2,19,3,10,32
1998,יסעור,575,48,28,6,6,-,-,-,-,14,-,-
1998,יראון,623,82,47,28,25,3,-,-,-,6,-,1
1998,ירחיב,718,184,138,34,26,5,3,-,-,9,-,3
1998,יציץ,759,212,134,56,44,6,6,11,1,5,1,4
1998,יערה,795,104,82,18,15,-,3,-,1,1,-,2
1998,ירוחם,831,1450,1114,255,229,9,17,31,1,26,7,16
1998,יעף,1044,32,22,9,7,1,1,-,-,1,-,-
1998,יעד,1138,136,110,21,21,-,-,-,-,4,-,1
1998,ירדנה,2026,104,77,24,12,5,7,-,1,2,-,-
1998,ירושלים,3000,134030,105647,20202,17158,1807,1237,658,1405,3859,266,1993
1998,יפית,3566,34,27,4,4,-,-,-,-,2,-,1
1998,יקיר,3647,196,152,38,38,-,-,-,-,5,-,1
1998,יצהר,3749,46,30,12,12,-,-,-,-,2,-,2
1998,ירקונה,183,109,82,19,18,1,-,-,1,7,-,-
1998,כדורי,371,42,18,9,6,1,2,15,-,-,-,-
1998,ירכא,502,2029,1562,366,281,29,56,11,44,5,15,26
1998,כאבול,504,1238,1047,125,99,23,3,31,8,1,4,22
1998,כאוכב אבו אל-היג'א,505,479,405,54,40,6,8,4,8,4,-,4
1998,כברי,576,148,75,23,23,-,-,-,-,48,-,2
1998,ישעי,805,140,117,17,17,-,-,-,-,1,-,5
1998,כוכב מיכאל,824,161,102,38,36,2,-,-,5,14,-,2
1998,ישרש,828,217,145,64,47,2,15,-,1,7,-,-
1998,כיסופים,840,35,14,16,16,-,-,-,-,5,-,-
1998,ישע,916,124,57,62,48,10,4,-,-,5,-,-
1998,כליל,1183,51,36,12,12,-,-,-,-,3,-,-
1998,כחל,1210,106,63,37,37,-,-,-,-,6,-,-
1998,כוכב יאיר,1224,3248,2757,360,349,10,1,-,5,116,1,9
1998,יתד,1227,49,21,22,19,2,1,-,-,3,-,3
1998,כלנית,1229,46,15,26,15,2,9,-,-,-,-,5
1998,כורזים,1252,138,106,25,24,1,-,-,-,4,-,3
1998,כמהין,1291,20,5,12,12,-,-,-,-,3,-,-
1998,כוכב השחר,3564,140,87,45,44,1,-,-,-,2,-,6
1998,כוכב יעקב,3779,103,80,17,17,-,-,-,-,-,-,6
1998,כנרת (קבוצה),57,178,77,35,27,-,8,-,-,62,-,4
1998,כנרת (מושבה),63,197,125,59,56,-,3,-,-,11,-,2
1998,כפר גדעון,106,43,22,18,17,1,-,-,-,2,-,1
1998,כפר ברוך,132,120,52,58,52,6,-,-,-,9,-,1
1998,"כפר ביל""ו",177,316,227,63,56,5,2,-,-,26,-,-
1998,כפר ביאליק,220,208,118,83,76,6,1,-,-,6,1,-
1998,כפר בלום,357,112,59,29,28,1,-,-,-,21,-,3
1998,כפר אוריה,364,127,95,29,16,2,11,-,-,3,-,-
1998,כפר ברא,633,419,231,150,94,8,48,5,11,1,-,21
1998,כפר אחים,690,122,84,29,22,3,4,-,-,5,-,4
1998,כפר אביב,857,282,184,82,63,8,11,-,-,16,-,-
1998,כסלון,859,81,63,14,13,-,1,-,3,-,-,1
1998,כעביה-טבאש-חג'אג'רה,978,451,382,58,54,-,4,-,-,8,-,3
1998,כסיפה,1059,580,306,200,169,11,20,2,7,3,-,62
1998,כמון,1201,127,105,20,20,-,-,-,-,1,-,1
1998,כסרא-סמיע,1296,748,646,76,63,5,8,-,12,1,1,12
1998,כנות,2006,31,23,7,3,3,1,-,-,1,-,-
1998,כפר בן נון,2010,159,109,38,33,4,1,-,1,9,2,-
1998,כפר אדומים,3638,396,312,65,63,2,-,-,1,16,-,2
1998,כנף,4028,23,11,11,10,1,-,-,-,1,-,-
1998,כפר גלעדי,76,220,88,102,68,4,30,-,-,18,1,11
1998,כפר הס,187,325,222,91,86,5,-,-,-,12,-,-
1998,כפר ויתקין,190,562,375,159,143,5,11,4,-,24,-,-
1998,כפר החורש,192,77,34,36,16,20,-,-,-,3,-,4
1998,כפר חיים,193,246,148,81,71,5,5,-,-,16,-,1
1998,"כפר הרא""ה",217,271,212,50,49,-,1,-,-,6,2,1
1998,כפר המכבי,254,65,42,10,9,-,1,7,-,5,-,1
1998,כפר חיטים,255,84,76,5,4,-,1,-,-,2,-,1
1998,כפר גליקסון,310,58,38,16,16,-,-,-,-,2,-,2
1998,כפר ורבורג,320,319,198,105,81,3,21,-,1,9,-,6
1998,כפר גלים,427,40,30,8,7,1,-,-,-,1,-,1
1998,כפר הנשיא,443,83,56,21,20,1,-,-,-,6,-,-
1998,כפר הנגיד,582,350,215,106,95,9,2,-,1,28,-,-
1998,ספסופה,609,148,87,55,43,7,5,-,-,3,-,3
1998,"כפר חב""ד",696,432,287,120,113,7,-,6,-,8,-,11
1998,כפר דניאל,707,84,68,15,15,-,-,-,-,1,-,-
1998,כפר זיתים,786,110,83,15,14,1,-,-,-,11,-,1
1998,"כפר הרי""ף",888,178,107,62,42,7,13,-,1,4,-,4
1998,כפר הנוער הדתי,890,16,14,-,-,-,-,-,-,2,-,-
1998,כפר ורדים,1263,1116,936,137,130,1,6,-,3,40,-,-
1998,כפר יחזקאל,85,236,126,100,90,2,8,-,-,9,-,1
1998,"כפר מל""ל",98,176,97,61,48,7,6,4,-,10,2,2
1998,כפר חסידים א',112,226,141,72,61,7,4,-,-,10,-,3
1998,כפר יהושע,140,371,179,163,141,15,7,-,-,29,-,-
1998,כפר יונה,168,2401,1890,426,380,20,26,-,12,56,3,14
1998,כפר יעבץ,170,141,115,21,21,-,-,-,-,5,-,-
1998,ידידיה,233,226,145,59,51,8,-,-,-,21,-,1
1998,כפר מנחם,274,95,65,19,18,1,-,-,-,8,-,3
1998,כפר מסריק,297,54,25,9,9,-,-,-,-,20,-,-
1998,כפר מונש,387,247,151,86,79,5,2,-,-,9,-,1
1998,כפר יאסיף,507,1731,1387,293,240,27,26,-,35,4,-,12
1998,כפר כמא,508,603,522,56,53,-,3,-,4,19,-,2
1998,כפר כנא,509,2264,1771,409,318,44,47,13,17,6,4,44
1998,כפר מנדא,510,1546,1217,236,197,22,17,-,35,1,1,56
1998,כפר מצר,512,226,167,44,32,1,11,-,2,-,-,13
1998,כפר טרומן,673,263,141,107,73,20,14,-,-,13,-,2
1998,כפר חסידים ב',889,48,34,9,8,1,-,-,-,4,-,1
1998,כפר מימון,1095,201,120,71,64,4,3,-,-,9,-,1
1998,כפר חנניה,1297,27,21,5,4,-,1,-,-,-,-,1
1998,כפר חרוב,4004,46,24,17,16,1,-,-,-,5,-,-
1998,כפר סילבר,107,38,34,1,1,-,-,-,-,3,-,-
1998,כפר פינס,189,129,89,30,29,1,-,-,-,6,1,3
1998,כפר סירקין,249,457,306,118,99,11,8,-,1,31,1,-
1998,כפר שמריהו,267,1116,888,181,170,7,4,-,1,41,1,4
1998,כפר רופין,295,102,39,32,32,-,-,1,-,25,1,4
1998,כפר נטר,316,226,149,43,42,1,-,2,-,24,-,8
1998,כפר סאלד,345,132,65,29,28,-,1,-,-,37,-,1
1998,כפר קיש,388,108,68,33,27,5,1,-,-,7,-,-
1998,כפר ראש הנקרה,579,85,43,8,8,-,-,-,-,33,-,1
1998,כפר שמאי,605,63,40,20,18,-,2,-,-,-,2,1
1998,כפר קאסם,634,2250,1511,539,365,34,140,27,82,12,9,70
1998,כפר קרע,654,2195,1700,434,302,61,71,16,7,7,5,26
1998,כפר שמואל,743,174,111,52,42,8,2,-,1,10,-,-
1998,כפר מרדכי,764,195,141,40,39,1,-,-,-,13,-,1
1998,כפר עזה,845,115,70,13,11,2,-,-,-,31,-,1
1998,כפר עבודה,875,7,5,2,2,-,-,-,-,-,-,-
1998,כפר רוזנואלד (זרעית),1130,76,53,18,16,-,2,-,-,5,-,-
1998,כפר רות,1166,99,62,35,32,3,-,-,-,1,-,1
1998,כפר עציון,3488,93,53,32,27,4,1,-,-,7,-,1
1998,כפר סבא,6900,24363,20006,3135,2758,190,187,17,81,959,38,127
1998,כפר תבור,47,638,481,135,113,14,8,-,-,18,1,3
1998,לוזית,52,77,64,6,6,-,-,-,-,1,-,6
1998,להבות הבשן,380,58,27,14,13,-,1,-,-,17,-,-
1998,"כרם מהר""ל",580,152,110,37,34,3,-,-,-,3,-,2
1998,לביא,585,54,21,20,18,-,2,-,-,3,1,9
1998,כרם בן זמרה,664,101,72,28,20,5,3,-,-,1,-,-
1998,להבות חביבה,715,48,37,6,6,-,-,-,-,5,-,-
1998,כרמיה,768,34,19,10,9,1,-,-,-,3,-,2
1998,כרם יבנה (ישיבה),1094,44,42,2,2,-,-,-,-,-,-,-
1998,כרמיאל,1139,8591,7378,891,701,95,95,19,19,212,11,61
1998,כרמים,1198,10,7,2,2,-,-,-,-,-,-,1
1998,לבנים,1230,83,61,19,19,-,-,-,-,2,-,1
1998,כרמי יוסף,1264,844,659,136,128,5,3,-,1,47,-,1
1998,להבים,1271,1085,977,85,74,7,4,1,1,17,-,4
1998,כרכום,1285,131,108,18,17,-,1,1,-,4,-,-
1998,להב,2023,69,26,21,18,3,-,-,-,18,-,4
1998,כפר תפוח,3572,55,39,13,13,-,-,-,-,1,-,2
1998,כרמל,3656,41,31,8,8,-,-,-,-,-,-,2
1998,כרמי צור,3766,71,60,11,11,-,-,-,-,-,-,-
1998,לוד,7000,17521,14356,2469,2083,186,200,89,104,240,33,230
1998,לכיש,24,233,103,116,105,6,5,1,-,13,-,-
1998,מאיר שפיה,102,41,36,5,3,2,-,-,-,-,-,-
1998,מגאר,481,2297,1825,392,311,53,28,-,44,7,4,25
1998,מבקיעים,573,54,50,3,3,-,-,-,-,1,-,-
1998,לוחמי הגיטאות,595,97,65,14,14,-,-,-,-,17,-,1
1998,לימן,674,137,100,26,23,3,-,-,-,11,-,-
1998,מבוא ביתר,771,85,76,9,8,-,1,-,-,-,-,-
1998,מבטחים,829,135,70,61,53,3,5,-,-,3,-,1
1998,מבשרת ציון,1015,6249,5238,726,624,38,64,8,55,171,14,37
1998,לקיה,1060,363,220,106,91,4,11,-,2,2,-,33
1998,מבועים,1080,188,164,14,13,1,-,-,-,9,-,1
1998,מבוא מודיעים,1141,24,15,9,9,-,-,-,-,-,-,-
1998,לוטם,1171,96,72,22,22,-,-,-,-,2,-,-
1998,לפידות,1173,46,30,13,10,-,3,-,-,2,-,1
1998,לוטן,1255,14,4,8,8,-,-,-,-,1,-,1
1998,לפיד,1310,320,274,35,34,1,-,-,1,9,-,1
1998,מאור,2055,179,134,35,34,1,-,-,-,6,1,3
1998,מבוא דותן,3569,88,55,21,20,1,-,-,-,4,-,8
1998,מבוא חורון,3709,103,74,23,23,-,-,-,-,2,-,4
1998,מבוא חמה,4204,56,26,14,14,-,-,-,-,15,-,1
1998,מגדל,65,431,301,100,93,5,2,-,6,15,4,5
1998,מוצא עילית,208,378,315,38,36,2,-,-,1,24,-,-
1998,מולדת,269,175,136,26,24,2,-,-,-,11,1,1
1998,מגל,375,120,72,40,40,-,-,-,-,6,1,1
1998,מג'ד אל-כרום,516,3380,2646,633,462,75,96,1,20,16,7,57
1998,מגידו,586,60,26,17,16,-,1,5,-,10,1,1
1998,מוקייבלה,635,368,228,71,53,15,3,32,-,5,-,32
1998,מגדים,689,258,148,82,60,6,16,-,-,20,-,8
1998,מגן,695,88,31,25,23,2,-,1,-,29,1,1
1998,מגשימים,722,387,216,130,119,10,1,-,-,39,1,1
1998,מגדל העמק,874,4972,4230,592,510,50,32,10,9,82,6,43
1998,מדרשת בן גוריון,1140,125,107,14,11,3,-,1,-,3,-,-
1998,מגן שאול,1155,99,60,28,24,2,2,-,-,10,-,1
1998,מורן,1163,34,19,11,11,-,-,-,-,4,-,-
1998,מודיעין,1200,6142,5426,496,483,10,3,-,19,177,3,21
1998,מדרך עוז,2029,136,106,20,19,1,-,-,-,10,-,-
1998,מגדל עוז,3561,34,27,1,1,-,-,-,-,3,-,3
1998,מגדלים,3751,23,20,3,3,-,-,-,-,-,-,-
1998,מודיעין עילית,3797,189,136,41,40,1,-,-,1,5,-,6
1998,מג'דל שמס,4201,1294,822,425,285,105,35,1,8,5,3,30
1998,מזכרת בתיה,28,1916,1580,237,203,18,16,1,6,81,2,9
1998,מטולה,43,491,324,131,113,14,4,2,1,19,2,12
1998,מזרע,104,177,63,87,27,6,54,-,-,25,-,2
1998,מחניים,308,67,43,11,10,1,-,-,-,10,-,3
1998,מכמורת,382,426,350,64,64,-,-,-,1,9,-,2
1998,מזרעה,517,554,441,90,65,16,9,-,4,14,-,5
1998,מזור,606,340,203,121,104,17,-,-,-,16,-,-
1998,מירון,607,154,92,40,33,1,6,12,-,4,1,5
1998,מייסר,649,260,223,30,20,5,5,-,-,3,-,4
1998,מישר,731,167,114,42,35,6,1,-,-,10,-,1
1998,מחסיה,776,66,52,11,10,-,1,-,-,-,1,2
1998,מטע,822,109,82,22,19,1,2,-,-,2,-,3
1998,מי עמי,1128,58,48,8,8,-,-,-,-,2,-,-
1998,מורשת,1178,62,48,12,11,1,-,-,-,1,-,1
1998,מיתר,1268,1783,1521,202,174,7,21,-,11,43,2,4
1998,מירב,1282,29,14,9,9,-,-,-,-,4,-,2
1998,מיטב,2054,106,74,31,26,3,2,-,-,1,-,-
1998,מחולה,3599,92,63,25,23,2,-,-,-,3,-,1
1998,מכורה,3614,42,25,12,12,-,-,-,-,4,-,1
1998,מיצר,4019,21,20,1,1,-,-,-,-,-,-,-
1998,מנחמיה,48,439,302,106,84,5,17,4,-,16,1,10
1998,מלאה,164,84,59,21,15,6,-,-,-,1,-,3
1998,מעברות,197,208,100,72,41,1,30,-,-,28,-,8
1998,מסדה,263,64,38,16,14,-,2,-,-,9,-,1
1998,מעוז חיים,272,81,54,17,17,-,-,-,-,6,-,4
1998,מסילות,298,68,31,16,14,2,-,-,1,19,1,-
1998,מנרה,347,48,30,15,14,1,-,-,-,1,-,2
1998,מלכיה,596,71,40,22,19,2,1,-,-,8,-,1
1998,מעגן,678,47,25,11,10,-,1,-,-,10,-,1
1998,מעגן מיכאל,694,194,108,61,55,4,2,-,-,20,-,5
1998,מסילת ציון,742,127,107,16,11,4,1,-,-,1,-,3
1998,מסלול,748,98,79,16,11,1,4,-,-,3,-,-
1998,מעגלים,1082,154,121,31,24,3,4,-,1,1,-,-
1998,מנוף,1174,159,133,20,20,-,-,-,-,6,-,-
1998,מכמנים,1202,61,45,15,14,1,-,-,-,1,-,-
1998,מנות,1205,72,53,15,12,3,-,-,-,4,-,-
1998,מסד,1258,109,86,19,16,2,1,-,-,3,-,1
1998,מנוחה,2030,126,78,45,31,9,5,-,2,-,-,1
1998,מלילות,2044,87,71,13,5,3,5,-,1,2,-,-
1998,מסעדה,4203,413,271,124,81,33,10,-,1,2,-,15
1998,מעש,230,333,229,78,75,3,-,-,-,23,1,2
1998,מעלה החמישה,286,39,19,18,18,-,-,-,-,-,-,2
1998,מעיין צבי,290,93,53,33,29,1,3,-,-,4,-,3
1998,מענית,344,144,74,15,13,1,1,-,-,51,-,4
1998,מעיין ברוך,416,87,59,16,14,2,-,-,-,11,-,1
1998,מעיליא,518,669,550,99,88,2,9,-,6,4,-,10
1998,מעונה,570,155,114,35,25,6,4,-,-,6,-,-
1998,מפלסים,668,87,46,36,33,3,-,-,-,5,-,-
1998,מעלות-תרשיחא,1063,3568,3028,361,318,28,15,39,11,57,5,67
1998,מעלה גלבוע,1127,31,14,10,10,-,-,-,-,5,-,2
1998,מעלה עירון,1327,1472,1017,397,327,53,17,-,8,6,-,44
1998,מעלה אפרים,3608,412,300,79,69,6,4,6,1,21,-,5
1998,מעלה אדומים,3616,5054,4339,522,479,29,14,2,64,93,3,31
1998,מעלה שומרון,3637,167,131,27,25,2,-,-,-,6,-,3
1998,מעלה מכמש,3651,137,103,32,30,2,-,-,-,1,-,1
1998,מעלה עמוס,3653,35,24,8,8,-,-,-,-,2,-,1
1998,מעון,3657,77,54,18,18,-,-,-,-,3,-,2
1998,מצדות יהודה,3745,42,27,15,15,-,-,-,-,-,-,-
1998,מעלה לבונה,3752,79,53,18,17,1,-,-,-,1,-,7
1998,מעלה גמלא,4008,101,40,54,53,1,-,-,1,6,-,-
1998,מקווה ישראל,22,57,46,5,5,-,-,-,-,6,-,-
1998,מצפה,58,62,45,15,15,-,-,-,-,2,-,-
1998,מרחביה (קיבוץ),66,147,76,22,19,3,-,-,-,47,-,2
1998,מרחביה (מושב),97,168,102,44,41,3,-,-,-,22,-,-
1998,מצפה רמון,99,968,769,134,124,5,5,17,4,34,1,9
1998,מצובה,325,76,49,18,16,-,2,-,-,7,-,2
1998,משגב עם,378,47,35,10,8,2,-,-,-,1,-,1
1998,משאבי שדה,421,50,29,9,8,1,-,-,-,9,-,3
1998,משהד,520,828,530,264,153,39,72,1,10,1,-,22
1998,מצר,648,79,41,22,22,-,-,-,-,14,-,2
1998,מצליח,757,284,208,64,55,8,1,1,-,7,-,4
1998,משגב דב,765,208,135,53,45,4,4,-,-,18,-,2
1998,מרגליות,843,120,70,44,39,1,4,-,-,2,-,4
1998,מרכז שפירא,1098,217,192,13,12,1,-,5,1,5,-,1
1998,מצפה נטופה,1190,81,62,16,16,-,-,-,-,-,-,3
1998,"מצפה אבי""ב",1222,108,96,10,10,-,-,-,-,2,-,-
1998,מצפה יריחו,3576,170,119,39,39,-,-,-,2,6,-,4
1998,משואה,3605,59,34,18,17,1,-,-,-,7,-,-
1998,מצפה שלם,3610,55,33,20,19,1,-,-,-,2,-,-
1998,מרום גולן,4101,115,81,18,15,1,2,-,-,12,-,4
1998,משמר העמק,130,126,61,38,33,4,1,-,-,18,-,9
1998,משמר השרון,194,83,38,34,24,10,-,-,-,8,-,3
1998,משמרות,213,60,37,17,16,-,1,-,-,5,-,1
1998,משמר הנגב,395,143,50,22,22,-,-,-,-,67,1,3
1998,נבטים,396,167,125,38,30,3,5,-,-,3,-,1
1998,נאות מרדכי,408,89,62,13,12,1,-,-,-,14,-,-
1998,משמרת,425,173,99,62,57,5,-,-,-,12,-,-
1998,נאעורה,524,253,155,90,56,3,31,-,1,1,-,6
1998,משמר דוד,563,58,41,13,12,1,-,-,1,3,-,-
1998,משואות יצחק,620,142,75,35,28,-,7,-,-,24,-,8
1998,משמר איילון,670,153,105,44,36,8,-,-,-,4,-,-
1998,משמר השבעה,729,507,261,208,177,29,2,-,2,34,1,1
1998,משמר הירדן,732,94,61,32,28,2,2,-,-,1,-,-
1998,משען,791,190,118,56,44,7,5,-,2,4,1,9
1998,נאות הכיכר,1124,112,62,41,40,-,1,-,-,9,-,-
1998,מתת,1184,39,26,13,10,2,1,-,-,-,-,-
1998,שיזפון,1197,5,3,2,2,-,-,-,-,-,-,-
1998,מתן,1315,461,390,43,40,2,1,-,2,24,-,2
1998,מתתיהו,3648,124,89,26,24,2,-,-,-,-,-,9
1998,נאות גולן,4551,84,47,30,30,-,-,-,-,7,-,-
1998,נוגה,55,143,77,55,33,18,4,-,3,4,-,4
1998,נהלל,80,362,234,108,96,4,8,5,-,12,-,3
1998,נווה איתן,296,61,37,15,14,1,-,-,-,8,-,1
1998,נהורה,309,254,171,57,37,11,9,15,-,2,-,9
1998,נווה ים,312,50,40,6,6,-,-,-,-,4,-,-
1998,נגבה,315,127,65,22,22,-,-,-,-,36,-,4
1998,נווה אילן,405,84,67,11,9,2,-,1,-,3,1,1
1998,נווה אור,590,60,32,16,16,-,-,-,-,7,1,4
1998,נווה ימין,686,387,191,183,133,30,20,-,-,9,2,2
1998,נווה מבטח,827,159,99,50,46,2,2,-,-,10,-,-
1998,נווה ירק,858,291,220,60,45,9,6,-,2,7,1,1
1998,נווה זוהר,1057,51,32,14,14,-,-,1,1,2,1,-
1998,נווה מיכאל,1071,85,62,17,13,1,3,-,-,1,-,5
1998,נווה שלום,1259,33,27,6,6,-,-,-,-,-,-,-
1998,נווה חריף,1279,5,1,3,3,-,-,-,-,-,-,1
1998,חלמיש,3573,237,189,42,42,-,-,-,-,4,-,2
1998,נווה דניאל,3725,139,109,27,27,-,-,-,-,2,-,1
1998,"נווה אטי""ב",4303,72,31,36,35,1,-,-,-,4,-,1
1998,נוב,4304,106,51,51,48,1,2,-,-,2,-,2
1998,נהריה,9100,11278,8944,1527,1259,125,143,26,31,650,23,77
1998,נועם,15,103,69,30,16,3,11,-,-,2,1,1
1998,נחושה,59,39,16,20,18,2,-,-,-,1,-,2
1998,נטעים,174,133,98,29,27,2,-,-,-,6,-,-
1998,נופך,257,73,46,19,17,1,1,-,-,7,-,1
1998,נחשולים,433,82,60,15,14,-,1,-,-,6,-,1
1998,נורדיה,447,471,370,61,51,6,4,-,-,36,1,3
1998,נחלים,449,329,189,114,101,10,3,1,1,21,-,3
1998,נחף,522,1033,841,156,136,13,7,-,16,2,1,17
1998,נחשונים,705,58,27,20,20,-,-,-,-,11,-,-
1998,נחשון,777,100,64,11,11,-,-,-,-,25,-,-
1998,נחם,809,101,84,6,3,1,2,1,1,4,1,4
1998,נחל עוז,844,81,59,12,12,-,-,-,-,10,-,-
1998,נצרת עילית,1061,8711,7626,850,738,66,46,19,16,132,7,61
1998,נטועה,1147,99,60,31,23,4,4,-,2,3,-,3
1998,נטף,1254,133,97,31,27,4,-,-,-,5,-,-
1998,נופית,1284,276,250,19,19,-,-,-,-,7,-,-
1998,נחלה,2045,112,88,21,15,3,3,-,-,-,-,3
1998,נוקדים,3726,90,78,11,10,1,-,-,-,1,-,-
1998,נחליאל,3767,49,38,10,10,-,-,-,-,-,-,1
1998,נופים,3790,117,95,17,17,-,-,-,1,4,-,-
1998,"ניר ח""ן",11,109,72,33,23,8,2,-,-,4,-,-
1998,ניר עוז,69,87,37,26,23,2,1,-,-,22,-,2
1998,ניר יפה,165,102,77,21,19,1,1,-,-,2,-,2
1998,ניר דוד (תל עמל),256,98,47,27,25,2,-,-,-,23,1,-
1998,ניר עם,348,39,21,11,9,2,-,-,-,7,-,-
1998,ניצן,351,11,8,3,3,-,-,-,-,-,-,-
1998,ניצנים,359,60,34,16,15,1,-,-,-,9,-,1
1998,ניר יצחק,402,32,14,10,9,1,-,-,-,3,-,5
1998,ניין,523,191,148,27,17,2,8,1,4,1,1,9
1998,ניר בנים,553,179,116,59,57,2,-,-,-,4,-,-
1998,ניר ישראל,699,165,125,24,20,2,2,3,-,11,-,2
1998,ניר גלים,720,107,91,11,6,3,2,-,-,1,-,4
1998,ניר עציון,769,156,113,35,30,5,-,-,-,5,1,2
1998,ניר אליהו,808,77,52,12,11,1,-,-,-,13,-,-
1998,ניצני עוז,851,192,142,45,38,5,2,-,2,3,-,-
1998,ניצנה (קהילת חינוך),1195,24,15,8,7,-,1,-,-,1,-,-
1998,ניצני סיני,1280,17,5,11,10,1,-,-,-,1,-,-
1998,ניר משה,2047,71,46,20,19,1,-,-,-,3,-,2
1998,ניר עקיבא,2048,86,53,29,25,4,-,-,-,2,-,2
1998,"ניל""י",3655,203,154,29,28,1,-,-,-,16,-,4
1998,נען,158,231,140,41,40,1,-,6,-,40,1,3
1998,נעורים,186,43,37,4,4,-,-,-,-,1,-,1
1998,נתיבות,246,2777,2003,599,499,53,47,39,27,28,8,73
1998,ניר צבי,331,528,334,163,120,27,16,-,-,30,1,-
1998,נצר סרני,435,132,103,19,19,-,-,-,-,8,-,2
1998,סאג'ור,525,374,329,25,19,5,1,-,12,-,-,8
1998,נירים,602,54,21,16,16,-,-,-,-,16,-,1
1998,"נתיב הל""ה",693,74,34,17,16,1,-,-,-,23,-,-
1998,נתיב השיירה,792,139,87,38,35,1,2,-,-,13,-,1
1998,נס הרים,825,198,139,48,30,6,12,-,4,5,-,2
1998,נירית,1236,248,181,56,52,4,-,-,1,10,-,-
1998,נתיב העשרה,1242,224,135,73,69,4,-,-,-,16,-,-
1998,נשר,2500,5223,4378,629,536,31,62,-,20,162,11,23
1998,נתיב הגדוד,3555,63,22,39,38,1,-,-,-,2,-,-
1998,נירן,3620,22,13,7,7,-,-,1,-,-,-,1
1998,נעמי,3713,18,7,11,11,-,-,-,-,-,-,-
1998,נעלה,3787,42,35,3,3,-,-,-,-,3,-,1
1998,נס ציונה,7200,7635,6151,1100,942,87,71,6,45,292,10,31
1998,נצרת,7300,13413,9885,2874,2267,352,255,210,189,51,40,164
1998,נתניה,7400,37447,29768,5460,4743,422,295,129,278,1508,82,222
1998,עברון,376,157,61,50,42,3,5,17,-,22,2,5
1998,סעד,419,82,40,10,9,1,-,-,-,30,-,2
1998,סער,454,88,52,17,15,2,-,-,-,18,-,1
1998,סולם,526,302,232,55,43,7,5,-,-,7,-,8
1998,סאסא,578,88,35,49,46,2,1,-,-,1,1,2
1998,סביון,587,2344,1942,309,291,10,8,1,2,85,1,4
1998,סתריה,610,285,192,64,52,-,12,1,1,24,-,3
1998,עגור,794,100,78,13,10,-,3,-,1,-,-,8
1998,עבדון,892,134,84,39,36,-,3,6,1,1,-,3
1998,סמר,1156,10,4,6,6,-,-,-,-,-,-,-
1998,ספיר,1176,107,70,28,27,-,1,5,1,2,-,1
1998,עדי,1199,423,363,44,40,3,1,-,-,15,1,-
1998,סופה,1238,58,41,12,12,-,-,-,-,4,-,1
1998,סלמה,1245,271,231,33,29,2,2,1,2,1,-,3
1998,עדנים,2035,124,55,59,49,1,9,-,1,9,-,-
1998,סגולה,2046,132,79,49,40,9,-,-,-,4,-,-
1998,סלעית,3567,153,106,35,34,1,-,-,-,12,-,-
1998,סוסיה,3756,47,30,16,15,1,-,-,-,-,-,1
1998,ע'ג'ר,4501,143,93,30,13,17,-,-,7,-,-,13
1998,סח'נין,7500,3235,2665,498,390,68,40,-,39,4,1,28
1998,עוצם,32,138,99,33,20,3,10,-,-,1,-,5
1998,עיינות,156,27,23,3,3,-,-,-,-,1,-,-
1998,עין גב,273,39,22,10,9,-,1,-,1,3,-,3
1998,עין דור,436,72,40,12,12,-,-,-,-,15,1,4
1998,עילוט,511,597,357,223,165,43,15,-,6,1,-,10
1998,עוזייר,528,218,184,26,21,3,2,-,-,-,-,8
1998,עיילבון,530,761,645,99,74,14,11,-,4,4,3,6
1998,עין אל-אסד,546,117,104,8,8,-,-,-,-,-,-,5
1998,עומר,666,3004,2607,275,242,13,20,7,2,103,1,9
1998,עין איילה,687,147,90,51,45,4,2,-,-,6,-,-
1998,עזריה,711,217,163,53,43,9,1,-,-,-,-,1
1998,עולש,737,283,173,79,74,5,-,-,-,29,-,2
1998,עופר,810,87,62,20,19,1,-,-,-,2,-,3
1998,עזריקם,817,232,151,72,42,14,16,-,-,7,-,2
1998,עוזה,826,141,93,43,28,5,10,-,-,-,-,5
